"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"DataQualityRuleDefinition.configuration.modifierExtension","DataQualityRuleDefinition.configuration.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"DataQualityRuleDefinition.configuration.level","DataQualityRuleDefinition.configuration.level","","","",1,1,"","","","code {[]} {[]}
","the rule defined level (concept/resource/field)","","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleLevel","",,,,"DataQualityRuleDefinition.configuration.level",1,1,"",""
"DataQualityRuleDefinition.configuration.context","DataQualityRuleDefinition.configuration.context","","","",1,1,"","","","code {[]} {[]}
","the context of the rule (verification or validation)","the context of the rule (verification or validation)","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleContext","",,,,"DataQualityRuleDefinition.configuration.context",1,1,"",""
"DataQualityRuleDefinition.configuration.category","DataQualityRuleDefinition.configuration.category","","","",1,1,"","","","code {[]} {[]}
"," the category of the rule (conformance,completeness,plausibility )"," the category of the rule (conformance,completeness,plausibility )","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleCategory","",,,,"DataQualityRuleDefinition.configuration.category",1,1,"",""
"DataQualityRuleDefinition.configuration.subcategory","DataQualityRuleDefinition.configuration.subcategory","","","",1,1,"","","","code {[]} {[]}
"," the subcategory of the rule (value-conformance,relational-conformance,computational-conformance,uniqueness-plausibility,atemporal-plausibility,temporal-plausibility)"," the subcategory of the rule (value-conformance,relational-conformance,computational-conformance,uniqueness-plausibility,atemporal-plausibility,temporal-plausibility)","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleSubcategory","",,,,"DataQualityRuleDefinition.configuration.subcategory",1,1,"",""
"DataQualityRuleDefinition.subject","DataQualityRuleDefinition.subject","","","",1,1,"","","","BackboneElement {[]} {[]}
","Subject (Resource/FHIRPath of attribute) of the rule","Subject (Resource/FHIRPath of attribute) of the rule","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.subject",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DataQualityRuleDefinition.subject.id","DataQualityRuleDefinition.subject.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"DataQualityRuleDefinition.subject.extension","DataQualityRuleDefinition.subject.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"DataQualityRuleDefinition.subject.modifierExtension","DataQualityRuleDefinition.subject.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"DataQualityRuleDefinition.subject.resourceStructureDefinitionURL","DataQualityRuleDefinition.subject.resourceStructureDefinitionURL","","","",0,1,"","","","url {[]} {[]}
","Referable resources this rule applies to.","Referable resources this rule applies to.","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.subject.resourceStructureDefinitionURL",0,1,"",""
"DataQualityRuleDefinition.subject.resourceStructureDefinitionVersion","DataQualityRuleDefinition.subject.resourceStructureDefinitionVersion","","","",0,1,"","","","string {[]} {[]}
","Version of resource","Version of resource","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.subject.resourceStructureDefinitionVersion",0,1,"",""
"DataQualityRuleDefinition.subject.fieldScope","DataQualityRuleDefinition.subject.fieldScope","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Expression]]}
","FhirPath to Resource field.","FhirPath to Resource field.","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.subject.fieldScope",0,1,"",""
"DataQualityRuleDefinition.logic","DataQualityRuleDefinition.logic","","","",0,*,"","","","BackboneElement {[]} {[]}
","Logic of the rule","Logic of the rule","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.logic",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DataQualityRuleDefinition.logic.id","DataQualityRuleDefinition.logic.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"DataQualityRuleDefinition.logic.extension","DataQualityRuleDefinition.logic.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"DataQualityRuleDefinition.logic.modifierExtension","DataQualityRuleDefinition.logic.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"DataQualityRuleDefinition.logic.thresholdCriterion","DataQualityRuleDefinition.logic.thresholdCriterion","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Quantity], CanonicalType[http://hl7.org/fhir/StructureDefinition/Range]]}
"," ( additional RatioRange or SampleData ) Threshold Criterion of rule"," ( additional RatioRange or SampleData ) Threshold Criterion of rule","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.logic.thresholdCriterion",0,*,"",""
"DataQualityRuleDefinition.logic.expression","DataQualityRuleDefinition.logic.expression","","","",0,*,"","","","Expression {[]} {[]}
","the logic to be executed by this rule","the logic to be executed by this rule","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.logic.expression",0,*,"",""
"DataQualityRuleDefinition.response","DataQualityRuleDefinition.response","","","",0,*,"","","","BackboneElement {[]} {[]}
","Reponse to the rule","Reponse to the rule","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.response",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DataQualityRuleDefinition.response.id","DataQualityRuleDefinition.response.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"DataQualityRuleDefinition.response.extension","DataQualityRuleDefinition.response.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"DataQualityRuleDefinition.response.modifierExtension","DataQualityRuleDefinition.response.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"DataQualityRuleDefinition.response.type","DataQualityRuleDefinition.response.type","","","",0,1,"","","","code {[]} {[]}
","Response Type for rule","Response Type for rule","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleErrorType","",,,,"DataQualityRuleDefinition.response.type",0,1,"",""
"DataQualityRuleDefinition.response.message","DataQualityRuleDefinition.response.message","","","",0,1,"","","","string {[]} {[]}
","A Standard response message for the action","A Standard response message for the action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.response.message",0,1,"",""
"DataQualityRuleDefinition.response.severity","DataQualityRuleDefinition.response.severity","","","",0,1,"","","","code {[]} {[]}
"," Severity Level"," Severity Level","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleSeverity","",,,,"DataQualityRuleDefinition.response.severity",0,1,"",""
"DataQualityRuleDefinition.action","DataQualityRuleDefinition.action","","","",0,*,"","","","BackboneElement {[]} {[]}
","Actions taken based on potential rule outcome","Actions taken based on potential rule outcome","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DataQualityRuleDefinition.action.id","DataQualityRuleDefinition.action.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"DataQualityRuleDefinition.action.extension","DataQualityRuleDefinition.action.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"DataQualityRuleDefinition.action.modifierExtension","DataQualityRuleDefinition.action.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"DataQualityRuleDefinition.action.linkedId","DataQualityRuleDefinition.action.linkedId","","","",1,1,"","","","string {[]} {[]}
","Id of the action","Id of the action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.linkedId",1,1,"",""
"DataQualityRuleDefinition.action.prefix","DataQualityRuleDefinition.action.prefix","","","",0,1,"","","","string {[]} {[]}
","Prefix of the action","Prefix of the action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.prefix",0,1,"",""
"DataQualityRuleDefinition.action.title","DataQualityRuleDefinition.action.title","","","",1,1,"","","","string {[]} {[]}
","Title of the action","Title of the action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.title",1,1,"",""
"DataQualityRuleDefinition.action.description","DataQualityRuleDefinition.action.description","","","",0,1,"","","","markdown {[]} {[]}
","description of the action","description of the action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.description",0,1,"",""
"DataQualityRuleDefinition.action.type","DataQualityRuleDefinition.action.type","","","",1,1,"","","","code {[]} {[]}
"," the action type"," the action type","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/actionType","",,,,"DataQualityRuleDefinition.action.type",1,1,"",""
"DataQualityRuleDefinition.action.expression","DataQualityRuleDefinition.action.expression","","","",0,1,"","","","Expression {[]} {[]}
","Expression to be executed for this action","Expression to be executed for this action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.expression",0,1,"",""
"DataQualityRuleDefinition.action.related","DataQualityRuleDefinition.action.related","","","",0,*,"","","","BackboneElement {[]} {[]}
","Related Actions","Related Actions","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.related",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DataQualityRuleDefinition.action.related.id","DataQualityRuleDefinition.action.related.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"DataQualityRuleDefinition.action.related.extension","DataQualityRuleDefinition.action.related.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"DataQualityRuleDefinition.action.related.modifierExtension","DataQualityRuleDefinition.action.related.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"DataQualityRuleDefinition.action.related.targetId","DataQualityRuleDefinition.action.related.targetId","","","",1,1,"","","","id {[]} {[]}
","related action id","related action id","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.related.targetId",1,1,"",""
"DataQualityRuleDefinition.action.related.relationship","DataQualityRuleDefinition.action.related.relationship","","","",1,1,"","","","code {[]} {[]}
","Actoin Relationship","Actoin Relationship","","","","","","","","","",,"example","","http://NCQA.org/fhir/example/ValueSet/ruleActionRelationship","",,,,"DataQualityRuleDefinition.action.related.relationship",1,1,"",""
"DataQualityRuleDefinition.action.response","DataQualityRuleDefinition.action.response","","","",0,1,"","","","BackboneElement {[]} {[]}
","Reponse to the action","Reponse to the action","","","","","","","","","",,,,,"",,,,"DataQualityRuleDefinition.action.response",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DataQualityRuleDefinition.action.response.id","DataQualityRuleDefinition.action.response.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"DataQualityRuleDefinition.action.response.extension","DataQualityRuleDefinition.action.response.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
